category,sub_category,crimeaditionalinfo
Cyber Attack/ Dependent Crimes,Malware Attack,i never imagined something like this could happen to me especially since im so cautious but then i started noticing that my online activity felt different slower even i cant even describe it well because everything seemed normal except for the fact that i was constantly getting logged out of my accounts looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my email was hackd and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,the issue actually started when i got this email which at first glance seemed like spam i usually ignore such things but for some reason i opened it this time afterward my phone started freezing and it wasnt normal i thought it was a technical glitch but now im not so sure i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my work account was unathorised and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off honestly its such a mess and i dont even know where to start ive contacted support but they keep giving me the runaround the more i tried to fix it the more problems came up my work account was notifiction and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my bank account was stange and then i got locked out of everything the worst part is i dont even know who to trust anymore friends family everyones acting strange its affecting my relationships and my mental health even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off honestly its such a mess and i dont even know where to start ive contacted support but they keep giving me the runaround the more i tried to fix it the more problems came up my social media was hackd and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off honestly its such a mess and i dont even know where to start ive contacted support but they keep giving me the runaround the more i tried to fix it the more problems came up my work account was recived and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,this all happened a few days after i accidentally clicked on a strange link on social media i didnt think much of it until things started going wrong the next thing i knew people were calling me asking if i had sent them strange messages and i hadnt touched my phone all day honestly its such a mess and i dont even know where to start ive contacted support but they keep giving me the runaround the more i tried to fix it the more problems came up my bank account was transction and then i got locked out of everything this has really left me anxious and frustrated i cant sleep knowing my information is out there ive even considered deleting all my accounts but thats not a solution even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,this all happened a few days after i accidentally clicked on a strange link on social media i didnt think much of it until things started going wrong the next thing i knew people were calling me asking if i had sent them strange messages and i hadnt touched my phone all day honestly its such a mess and i dont even know where to start ive contacted support but they keep giving me the runaround the more i tried to fix it the more problems came up my social media was frezzing and then i got locked out of everything the worst part is i dont even know who to trust anymore friends family everyones acting strange its affecting my relationships and my mental health even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my social media was hackd and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,the issue actually started when i got this email which at first glance seemed like spam i usually ignore such things but for some reason i opened it this time afterward my phone started freezing and it wasnt normal i thought it was a technical glitch but now im not so sure looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my bank account was frezzing and then i got locked out of everything this has really left me anxious and frustrated i cant sleep knowing my information is out there ive even considered deleting all my accounts but thats not a solution even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my social media was stange and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my email was transction and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,the issue actually started when i got this email which at first glance seemed like spam i usually ignore such things but for some reason i opened it this time afterward my phone started freezing and it wasnt normal i thought it was a technical glitch but now im not so sure looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my email was hackd and then i got locked out of everything the worst part is i dont even know who to trust anymore friends family everyones acting strange its affecting my relationships and my mental health even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my work account was notifiction and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,the issue actually started when i got this email which at first glance seemed like spam i usually ignore such things but for some reason i opened it this time afterward my phone started freezing and it wasnt normal i thought it was a technical glitch but now im not so sure looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my social media was suspecious and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,the issue actually started when i got this email which at first glance seemed like spam i usually ignore such things but for some reason i opened it this time afterward my phone started freezing and it wasnt normal i thought it was a technical glitch but now im not so sure i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my work account was suspecious and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,i never imagined something like this could happen to me especially since im so cautious but then i started noticing that my online activity felt different slower even i cant even describe it well because everything seemed normal except for the fact that i was constantly getting logged out of my accounts i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my social media was unathorised and then i got locked out of everything this has really left me anxious and frustrated i cant sleep knowing my information is out there ive even considered deleting all my accounts but thats not a solution even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,i never imagined something like this could happen to me especially since im so cautious but then i started noticing that my online activity felt different slower even i cant even describe it well because everything seemed normal except for the fact that i was constantly getting logged out of my accounts looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my email was unathorised and then i got locked out of everything the worst part is i dont even know who to trust anymore friends family everyones acting strange its affecting my relationships and my mental health even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,the issue actually started when i got this email which at first glance seemed like spam i usually ignore such things but for some reason i opened it this time afterward my phone started freezing and it wasnt normal i thought it was a technical glitch but now im not so sure i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my email was unathorised and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,the issue actually started when i got this email which at first glance seemed like spam i usually ignore such things but for some reason i opened it this time afterward my phone started freezing and it wasnt normal i thought it was a technical glitch but now im not so sure its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my work account was notifiction and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,i never imagined something like this could happen to me especially since im so cautious but then i started noticing that my online activity felt different slower even i cant even describe it well because everything seemed normal except for the fact that i was constantly getting logged out of my accounts honestly its such a mess and i dont even know where to start ive contacted support but they keep giving me the runaround the more i tried to fix it the more problems came up my social media was recived and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,the issue actually started when i got this email which at first glance seemed like spam i usually ignore such things but for some reason i opened it this time afterward my phone started freezing and it wasnt normal i thought it was a technical glitch but now im not so sure i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my bank account was recived and then i got locked out of everything the worst part is i dont even know who to trust anymore friends family everyones acting strange its affecting my relationships and my mental health even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,this all happened a few days after i accidentally clicked on a strange link on social media i didnt think much of it until things started going wrong the next thing i knew people were calling me asking if i had sent them strange messages and i hadnt touched my phone all day looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my email was recived and then i got locked out of everything this has really left me anxious and frustrated i cant sleep knowing my information is out there ive even considered deleting all my accounts but thats not a solution even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my work account was notifiction and then i got locked out of everything the worst part is i dont even know who to trust anymore friends family everyones acting strange its affecting my relationships and my mental health even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,this all happened a few days after i accidentally clicked on a strange link on social media i didnt think much of it until things started going wrong the next thing i knew people were calling me asking if i had sent them strange messages and i hadnt touched my phone all day looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my email was frezzing and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off honestly its such a mess and i dont even know where to start ive contacted support but they keep giving me the runaround the more i tried to fix it the more problems came up my email was recived and then i got locked out of everything the worst part is i dont even know who to trust anymore friends family everyones acting strange its affecting my relationships and my mental health even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,i never imagined something like this could happen to me especially since im so cautious but then i started noticing that my online activity felt different slower even i cant even describe it well because everything seemed normal except for the fact that i was constantly getting logged out of my accounts its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my bank account was notifiction and then i got locked out of everything this has really left me anxious and frustrated i cant sleep knowing my information is out there ive even considered deleting all my accounts but thats not a solution even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,i never imagined something like this could happen to me especially since im so cautious but then i started noticing that my online activity felt different slower even i cant even describe it well because everything seemed normal except for the fact that i was constantly getting logged out of my accounts looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my bank account was transction and then i got locked out of everything this has really left me anxious and frustrated i cant sleep knowing my information is out there ive even considered deleting all my accounts but thats not a solution even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,the issue actually started when i got this email which at first glance seemed like spam i usually ignore such things but for some reason i opened it this time afterward my phone started freezing and it wasnt normal i thought it was a technical glitch but now im not so sure looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my email was hackd and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,i never imagined something like this could happen to me especially since im so cautious but then i started noticing that my online activity felt different slower even i cant even describe it well because everything seemed normal except for the fact that i was constantly getting logged out of my accounts i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my email was hackd and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,this all happened a few days after i accidentally clicked on a strange link on social media i didnt think much of it until things started going wrong the next thing i knew people were calling me asking if i had sent them strange messages and i hadnt touched my phone all day its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my work account was suspecious and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,this all happened a few days after i accidentally clicked on a strange link on social media i didnt think much of it until things started going wrong the next thing i knew people were calling me asking if i had sent them strange messages and i hadnt touched my phone all day i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my bank account was hackd and then i got locked out of everything the worst part is i dont even know who to trust anymore friends family everyones acting strange its affecting my relationships and my mental health even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off honestly its such a mess and i dont even know where to start ive contacted support but they keep giving me the runaround the more i tried to fix it the more problems came up my work account was frezzing and then i got locked out of everything the worst part is i dont even know who to trust anymore friends family everyones acting strange its affecting my relationships and my mental health even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,this all happened a few days after i accidentally clicked on a strange link on social media i didnt think much of it until things started going wrong the next thing i knew people were calling me asking if i had sent them strange messages and i hadnt touched my phone all day looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my social media was recived and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,this all happened a few days after i accidentally clicked on a strange link on social media i didnt think much of it until things started going wrong the next thing i knew people were calling me asking if i had sent them strange messages and i hadnt touched my phone all day i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my social media was recived and then i got locked out of everything this has really left me anxious and frustrated i cant sleep knowing my information is out there ive even considered deleting all my accounts but thats not a solution even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,this all happened a few days after i accidentally clicked on a strange link on social media i didnt think much of it until things started going wrong the next thing i knew people were calling me asking if i had sent them strange messages and i hadnt touched my phone all day i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my email was transction and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off honestly its such a mess and i dont even know where to start ive contacted support but they keep giving me the runaround the more i tried to fix it the more problems came up my social media was recived and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,i never imagined something like this could happen to me especially since im so cautious but then i started noticing that my online activity felt different slower even i cant even describe it well because everything seemed normal except for the fact that i was constantly getting logged out of my accounts looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my email was recived and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,this all happened a few days after i accidentally clicked on a strange link on social media i didnt think much of it until things started going wrong the next thing i knew people were calling me asking if i had sent them strange messages and i hadnt touched my phone all day i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my email was frezzing and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my bank account was unathorised and then i got locked out of everything this has really left me anxious and frustrated i cant sleep knowing my information is out there ive even considered deleting all my accounts but thats not a solution even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,the issue actually started when i got this email which at first glance seemed like spam i usually ignore such things but for some reason i opened it this time afterward my phone started freezing and it wasnt normal i thought it was a technical glitch but now im not so sure its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my email was frezzing and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my social media was notifiction and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my work account was unathorised and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,the issue actually started when i got this email which at first glance seemed like spam i usually ignore such things but for some reason i opened it this time afterward my phone started freezing and it wasnt normal i thought it was a technical glitch but now im not so sure honestly its such a mess and i dont even know where to start ive contacted support but they keep giving me the runaround the more i tried to fix it the more problems came up my social media was unathorised and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my bank account was frezzing and then i got locked out of everything the worst part is i dont even know who to trust anymore friends family everyones acting strange its affecting my relationships and my mental health even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my work account was recived and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,i never imagined something like this could happen to me especially since im so cautious but then i started noticing that my online activity felt different slower even i cant even describe it well because everything seemed normal except for the fact that i was constantly getting logged out of my accounts i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my work account was stange and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my work account was frezzing and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my laptop isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my bank account was frezzing and then i got locked out of everything the worst part is i dont even know who to trust anymore friends family everyones acting strange its affecting my relationships and my mental health even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,i never imagined something like this could happen to me especially since im so cautious but then i started noticing that my online activity felt different slower even i cant even describe it well because everything seemed normal except for the fact that i was constantly getting logged out of my accounts looking back maybe i should have paid more attention to the little details but now its too late my accounts are compromised the more i tried to fix it the more problems came up my social media was recived and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off honestly its such a mess and i dont even know where to start ive contacted support but they keep giving me the runaround the more i tried to fix it the more problems came up my bank account was recived and then i got locked out of everything this has really left me anxious and frustrated i cant sleep knowing my information is out there ive even considered deleting all my accounts but thats not a solution even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,i never imagined something like this could happen to me especially since im so cautious but then i started noticing that my online activity felt different slower even i cant even describe it well because everything seemed normal except for the fact that i was constantly getting logged out of my accounts i dont know how but its like they knew everything i was doing even though i was trying to be careful its terrifying to think about the more i tried to fix it the more problems came up my work account was recived and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my social media was transction and then i got locked out of everything i feel so helpless like theres nothing i can do to fix this no matter how many times i change my password its like someones always one step ahead even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,the issue actually started when i got this email which at first glance seemed like spam i usually ignore such things but for some reason i opened it this time afterward my phone started freezing and it wasnt normal i thought it was a technical glitch but now im not so sure honestly its such a mess and i dont even know where to start ive contacted support but they keep giving me the runaround the more i tried to fix it the more problems came up my social media was transction and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my phone isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,i never imagined something like this could happen to me especially since im so cautious but then i started noticing that my online activity felt different slower even i cant even describe it well because everything seemed normal except for the fact that i was constantly getting logged out of my accounts its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my email was hackd and then i got locked out of everything this has really left me anxious and frustrated i cant sleep knowing my information is out there ive even considered deleting all my accounts but thats not a solution even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
Cyber Attack/ Dependent Crimes,Malware Attack,my friend mentioned something like this happened to them a few months ago but i thought it was a oneoff then suddenly i got this weird notification asking me to update my password but the message didnt look like the usual ones i receive from the app it looked a bit off its hard to explain but it felt like someone was inside my account doing things while i wasnt even online the more i tried to fix it the more problems came up my email was suspecious and then i got locked out of everything i dont think ive ever felt this violated before my privacy is completely shattered and i cant do anything to make it stop even my tablet isnt working right anymore its so stange how everything just fell apart after that one email
